time,readback,angle
2025-08-27 09:28:16.420949459,2.0742e-06,30904486.0
2025-08-27 09:28:16.972196579,2.0649e-06,31406998.0
2025-08-27 09:28:17.520324945,1.9921e-06,31909474.0
2025-08-27 09:28:18.063633204,1.9921e-06,32412026.0
2025-08-27 09:28:18.608868122,1.9576e-06,32914537.0
2025-08-27 09:28:18.905333042,1.9576e-06,33417085.0
2025-08-27 09:28:19.444780350,1.9576e-06,33919560.0
2025-08-27 09:28:19.802163363,1.9486e-06,34422111.0
2025-08-27 09:28:20.345958233,1.9486e-06,34924587.0
2025-08-27 09:28:20.892823696,1.9085e-06,35427063.0
2025-08-27 09:28:21.437883139,1.9085e-06,35929592.0
2025-08-27 09:28:21.986288786,2.0169e-06,36432034.0
2025-08-27 09:28:22.528598309,2.0025e-06,36934664.0
2025-08-27 09:28:23.069285870,2.0025e-06,37437179.0
2025-08-27 09:28:23.490080833,2.0025e-06,37939698.0
2025-08-27 09:28:24.035730839,2.0214e-06,38442113.0
2025-08-27 09:28:24.577476025,2.0172e-06,38944768.0
2025-08-27 09:28:25.132554054,2.0172e-06,39447261.0
2025-08-27 09:28:25.689194202,2.0117e-06,39949669.0
2025-08-27 09:28:26.230541706,2.0117e-06,40452214.0
2025-08-27 09:28:26.772598743,2.0011e-06,40954717.0
2025-08-27 09:28:27.321721077,2.0011e-06,41457269.0
2025-08-27 09:28:27.864726067,2.0329e-06,41959758.0
2025-08-27 09:28:28.408377171,2.0329e-06,42462293.0
2025-08-27 09:28:28.997987032,2.0469e-06,42964808.0
2025-08-27 09:28:29.537747383,3.9984e-06,43467317.0
2025-08-27 09:28:30.079640627,3.9984e-06,43969812.0
2025-08-27 09:28:30.626951933,2.0059e-06,44472323.0
2025-08-27 09:28:31.048986673,2.0059e-06,44974875.0
2025-08-27 09:28:31.285238981,2.0059e-06,45477386.0
2025-08-27 09:28:31.834849358,1.9919e-06,45979874.0
2025-08-27 09:28:32.384225845,1.9919e-06,46482385.0
2025-08-27 09:28:32.773007154,1.9854e-06,46984924.0
2025-08-27 09:28:33.313229799,1.9854e-06,47487450.0
2025-08-27 09:28:33.612742186,1.9807e-06,47989949.0
2025-08-27 09:28:34.156517982,1.9807e-06,48492416.0
2025-08-27 09:28:34.800065756,1.9621e-06,48994977.0
2025-08-27 09:28:35.348382950,1.9621e-06,49497457.0
2025-08-27 09:28:35.896647453,1.9682e-06,49999982.0
