time,readback,angle
2025-08-27 10:30:56.150471926,4.8544e-06,-43596858.0
2025-08-27 10:30:56.628155470,5.2165e-06,-43546774.0
2025-08-27 10:30:57.134851933,5.2165e-06,-43496753.0
2025-08-27 10:30:57.640028954,5.3463e-06,-43446699.0
2025-08-27 10:30:58.146517515,5.3463e-06,-43396716.0
2025-08-27 10:30:58.652297735,5.5601e-06,-43346669.0
2025-08-27 10:30:59.155425787,5.5601e-06,-43296666.0
2025-08-27 10:30:59.659365654,5.7594e-06,-43246643.0
2025-08-27 10:31:00.169656992,5.7594e-06,-43196650.0
2025-08-27 10:31:00.490630865,5.7594e-06,-43146573.0
2025-08-27 10:31:01.002142191,5.9294e-06,-43096520.0
2025-08-27 10:31:01.508120774,6.0828e-06,-43046525.0
2025-08-27 10:31:02.012539148,6.0828e-06,-42996513.0
2025-08-27 10:31:02.422642469,6.0828e-06,-42946473.0
2025-08-27 10:31:02.937870502,6.321e-06,-42896454.0
2025-08-27 10:31:03.444460630,6.321e-06,-42846351.0
2025-08-27 10:31:03.697226524,6.3623e-06,-42796399.0
2025-08-27 10:31:04.202638388,6.3623e-06,-42746404.0
2025-08-27 10:31:04.709974289,6.2363e-06,-42696332.0
2025-08-27 10:31:05.216542721,6.2363e-06,-42646314.0
2025-08-27 10:31:05.726436377,6.2707e-06,-42596307.0
2025-08-27 10:31:06.105750799,6.2707e-06,-42546274.0
2025-08-27 10:31:06.424244165,6.2707e-06,-42496249.0
2025-08-27 10:31:06.929736853,6.244e-06,-42446275.0
2025-08-27 10:31:07.436752081,6.244e-06,-42396232.0
2025-08-27 10:31:07.939308643,6.1898e-06,-42346195.0
2025-08-27 10:31:08.444558382,6.1898e-06,-42296164.0
2025-08-27 10:31:08.958436966,6.182e-06,-42246135.0
2025-08-27 10:31:09.407462358,6.182e-06,-42196098.0
2025-08-27 10:31:09.920270443,5.932e-06,-42146113.0
2025-08-27 10:31:10.434616804,5.932e-06,-42096078.0
2025-08-27 10:31:10.945191383,5.8649e-06,-42046027.0
2025-08-27 10:31:11.447821617,5.8649e-06,-41996039.0
2025-08-27 10:31:11.953105927,5.5702e-06,-41946025.0
2025-08-27 10:31:12.235239744,5.5702e-06,-41895947.0
2025-08-27 10:31:12.739436150,5.3678e-06,-41845955.0
2025-08-27 10:31:13.249046326,5.3678e-06,-41795884.0
2025-08-27 10:31:13.754455566,5.0895e-06,-41745889.0
2025-08-27 10:31:14.255634069,5.0895e-06,-41695851.0
2025-08-27 10:31:14.663649797,4.7861e-06,-41645822.0
2025-08-27 10:31:15.167033911,4.7861e-06,-41595815.0
2025-08-27 10:31:15.669812202,4.7751e-06,-41545781.0
2025-08-27 10:31:16.173820496,4.7751e-06,-41495751.0
2025-08-27 10:31:16.676900864,4.6086e-06,-41445692.0
2025-08-27 10:31:17.187040567,4.6086e-06,-41395690.0
2025-08-27 10:31:17.690330505,4.5519e-06,-41345707.0
2025-08-27 10:31:18.196153164,4.5519e-06,-41295620.0
2025-08-27 10:31:18.707868099,4.5372e-06,-41245612.0
2025-08-27 10:31:19.213775158,4.5372e-06,-41195591.0
2025-08-27 10:31:19.726337910,4.5598e-06,-41145577.0
2025-08-27 10:31:20.236586332,4.5598e-06,-41095548.0
2025-08-27 10:31:20.740999699,4.5391e-06,-41045555.0
2025-08-27 10:31:21.251825094,4.5391e-06,-40995509.0
2025-08-27 10:31:21.438857317,4.5391e-06,-40945472.0
2025-08-27 10:31:21.723537445,4.5307e-06,-40895447.0
2025-08-27 10:31:22.230287790,4.5307e-06,-40845423.0
2025-08-27 10:31:22.578840494,4.5194e-06,-40795397.0
2025-08-27 10:31:23.083021879,4.5194e-06,-40745376.0
2025-08-27 10:31:23.274218559,4.5194e-06,-40695348.0
2025-08-27 10:31:23.779997587,4.4922e-06,-40645358.0
2025-08-27 10:31:24.167579174,4.4922e-06,-40595297.0
2025-08-27 10:31:24.669481516,4.3862e-06,-40545281.0
2025-08-27 10:31:25.176908493,4.3862e-06,-40495257.0
2025-08-27 10:31:25.679973125,4.3663e-06,-40445202.0
2025-08-27 10:31:26.184098721,4.3663e-06,-40395212.0
2025-08-27 10:31:26.625764370,4.4063e-06,-40345173.0
2025-08-27 10:31:27.005084515,4.4063e-06,-40295147.0
2025-08-27 10:31:27.509438992,4.4115e-06,-40245128.0
2025-08-27 10:31:28.012456417,4.4115e-06,-40195065.0
2025-08-27 10:31:28.515028954,4.4042e-06,-40145130.0
2025-08-27 10:31:29.016617537,4.4042e-06,-40095042.0
2025-08-27 10:31:29.330973148,4.4042e-06,-40045023.0
2025-08-27 10:31:29.835932016,4.4009e-06,-39995007.0
2025-08-27 10:31:30.343746662,4.4009e-06,-39944992.0
2025-08-27 10:31:30.853666067,4.3999e-06,-39894985.0
2025-08-27 10:31:31.170294523,4.3999e-06,-39844922.0
2025-08-27 10:31:31.673677921,4.4119e-06,-39794877.0
2025-08-27 10:31:32.176887751,4.4119e-06,-39744881.0
2025-08-27 10:31:32.683444023,4.407e-06,-39694887.0
2025-08-27 10:31:33.188486576,4.407e-06,-39644854.0
2025-08-27 10:31:33.691924572,4.379e-06,-39594779.0
2025-08-27 10:31:34.193104744,4.379e-06,-39544807.0
2025-08-27 10:31:34.704726934,4.3787e-06,-39494750.0
2025-08-27 10:31:35.214830637,4.3787e-06,-39444713.0
2025-08-27 10:31:35.725384474,4.3949e-06,-39394746.0
2025-08-27 10:31:36.230231524,4.3949e-06,-39344688.0
2025-08-27 10:31:36.733936071,4.4729e-06,-39294620.0
2025-08-27 10:31:37.237561226,4.4729e-06,-39244707.0
2025-08-27 10:31:37.744145870,4.4398e-06,-39194646.0
2025-08-27 10:31:38.248239040,4.4398e-06,-39144537.0
2025-08-27 10:31:38.755132675,4.4702e-06,-39094581.0
2025-08-27 10:31:39.270452499,4.4702e-06,-39044533.0
2025-08-27 10:31:39.555725574,4.4787e-06,-38994498.0
2025-08-27 10:31:40.060628176,4.4787e-06,-38944482.0
2025-08-27 10:31:40.568130493,4.4617e-06,-38894442.0
2025-08-27 10:31:41.039626122,4.4617e-06,-38844423.0
2025-08-27 10:31:41.512129307,4.4688e-06,-38794398.0
2025-08-27 10:31:42.018441200,4.4688e-06,-38744382.0
2025-08-27 10:31:42.528743981,4.4572e-06,-38694388.0
2025-08-27 10:31:43.037512541,4.4572e-06,-38644346.0
2025-08-27 10:31:43.548484325,4.4808e-06,-38594316.0
2025-08-27 10:31:44.062234163,4.4808e-06,-38544249.0
2025-08-27 10:31:44.505531311,4.4808e-06,-38494248.0
2025-08-27 10:31:45.008536100,4.5013e-06,-38444261.0
2025-08-27 10:31:45.230340242,4.5013e-06,-38394198.0
2025-08-27 10:31:45.736965895,4.5035e-06,-38344222.0
2025-08-27 10:31:46.247777224,4.5035e-06,-38294148.0
2025-08-27 10:31:46.749374390,4.5077e-06,-38244154.0
2025-08-27 10:31:47.260234356,4.5077e-06,-38194115.0
2025-08-27 10:31:47.772974253,4.4986e-06,-38144073.0
2025-08-27 10:31:48.218914986,4.4986e-06,-38094047.0
2025-08-27 10:31:48.656344175,4.5058e-06,-38044023.0
2025-08-27 10:31:49.162498236,4.5058e-06,-37994036.0
2025-08-27 10:31:49.666926384,4.5403e-06,-37943977.0
2025-08-27 10:31:50.171480656,4.5403e-06,-37894000.0
2025-08-27 10:31:50.676635981,4.5366e-06,-37843947.0
2025-08-27 10:31:51.183221579,4.5366e-06,-37793928.0
2025-08-27 10:31:51.690978527,4.4167e-06,-37743840.0
2025-08-27 10:31:52.039805651,4.4167e-06,-37693846.0
2025-08-27 10:31:52.543579817,4.5022e-06,-37643831.0
2025-08-27 10:31:53.044638157,4.5022e-06,-37593816.0
2025-08-27 10:31:53.549545527,4.3003e-06,-37543813.0
2025-08-27 10:31:54.068908691,4.3003e-06,-37493778.0
2025-08-27 10:31:54.516983509,4.1683e-06,-37443721.0
2025-08-27 10:31:54.990905523,4.1683e-06,-37393697.0
2025-08-27 10:31:55.370573759,4.1683e-06,-37343672.0
2025-08-27 10:31:55.876769781,4.414e-06,-37293678.0
2025-08-27 10:31:56.385630608,4.414e-06,-37243615.0
2025-08-27 10:31:56.735615015,4.3494e-06,-37193597.0
2025-08-27 10:31:57.244745255,4.3494e-06,-37143603.0
2025-08-27 10:31:57.530942202,4.3453e-06,-37093546.0
2025-08-27 10:31:58.035891056,4.3453e-06,-37043575.0
2025-08-27 10:31:58.540223122,4.3627e-06,-36993519.0
2025-08-27 10:31:59.044703960,4.3627e-06,-36943500.0
2025-08-27 10:31:59.548769236,4.3479e-06,-36893479.0
2025-08-27 10:32:00.057343006,4.3479e-06,-36843448.0
2025-08-27 10:32:00.565735102,4.3378e-06,-36793412.0
2025-08-27 10:32:01.073148012,4.3378e-06,-36743389.0
2025-08-27 10:32:01.584786415,4.3412e-06,-36693368.0
2025-08-27 10:32:02.098757029,4.3412e-06,-36643327.0
2025-08-27 10:32:02.609293222,4.3485e-06,-36593285.0
2025-08-27 10:32:03.115947247,4.3485e-06,-36543271.0
2025-08-27 10:32:03.620338440,4.3746e-06,-36493250.0
2025-08-27 10:32:04.123481274,4.3746e-06,-36443250.0
2025-08-27 10:32:04.627899170,4.374e-06,-36393212.0
2025-08-27 10:32:05.137008905,4.374e-06,-36343223.0
2025-08-27 10:32:05.641826153,4.3798e-06,-36293155.0
2025-08-27 10:32:06.146108627,4.3798e-06,-36243146.0
2025-08-27 10:32:06.366456747,4.3798e-06,-36193097.0
2025-08-27 10:32:06.870342255,4.3964e-06,-36143076.0
2025-08-27 10:32:07.376736164,4.3964e-06,-36093056.0
2025-08-27 10:32:07.792056561,4.3786e-06,-36043021.0
2025-08-27 10:32:08.301622391,4.3786e-06,-35992998.0
2025-08-27 10:32:08.806291342,4.3948e-06,-35943012.0
2025-08-27 10:32:09.319113255,4.3948e-06,-35892962.0
2025-08-27 10:32:09.822703362,4.3989e-06,-35842938.0
2025-08-27 10:32:10.326796770,4.3989e-06,-35792894.0
2025-08-27 10:32:10.829951048,4.375e-06,-35742888.0
2025-08-27 10:32:11.339340210,4.375e-06,-35692877.0
2025-08-27 10:32:11.844796181,4.4442e-06,-35642865.0
2025-08-27 10:32:12.064838171,4.4442e-06,-35592797.0
2025-08-27 10:32:12.568474531,4.5097e-06,-35542794.0
2025-08-27 10:32:13.078324080,4.5097e-06,-35492775.0
2025-08-27 10:32:13.590837717,4.5031e-06,-35442723.0
2025-08-27 10:32:14.098513365,4.5031e-06,-35392709.0
2025-08-27 10:32:14.446427584,4.5031e-06,-35342671.0
2025-08-27 10:32:14.949718237,4.4275e-06,-35292642.0
2025-08-27 10:32:15.456618071,4.4275e-06,-35242671.0
2025-08-27 10:32:15.961346865,4.4548e-06,-35192622.0
2025-08-27 10:32:16.469413280,4.4548e-06,-35142571.0
2025-08-27 10:32:16.986445427,4.4579e-06,-35092551.0
2025-08-27 10:32:17.497135401,4.4579e-06,-35042576.0
2025-08-27 10:32:18.009726763,4.4724e-06,-34992515.0
2025-08-27 10:32:18.450697184,4.4724e-06,-34942471.0
2025-08-27 10:32:18.964723825,4.5943e-06,-34892460.0
2025-08-27 10:32:19.467760324,4.5943e-06,-34842454.0
2025-08-27 10:32:19.971736908,4.6284e-06,-34792405.0
2025-08-27 10:32:20.477177382,4.6284e-06,-34742359.0
2025-08-27 10:32:20.981819153,4.6304e-06,-34692343.0
2025-08-27 10:32:21.490424633,4.6304e-06,-34642358.0
2025-08-27 10:32:21.997590542,4.6299e-06,-34592300.0
2025-08-27 10:32:22.507695675,4.6299e-06,-34542322.0
2025-08-27 10:32:23.017569065,4.6299e-06,-34492272.0
2025-08-27 10:32:23.522294520,4.6261e-06,-34442223.0
2025-08-27 10:32:24.034657478,4.6261e-06,-34392185.0
2025-08-27 10:32:24.538499594,4.5758e-06,-34342178.0
2025-08-27 10:32:24.976966619,4.5758e-06,-34292147.0
2025-08-27 10:32:25.478980303,4.5758e-06,-34242129.0
2025-08-27 10:32:25.985708952,4.2219e-06,-34192101.0
2025-08-27 10:32:26.493135214,4.2219e-06,-34142092.0
2025-08-27 10:32:26.998711348,3.8922e-06,-34092034.0
2025-08-27 10:32:27.502379417,3.8922e-06,-34042004.0
2025-08-27 10:32:27.883640766,4.3602e-06,-33991995.0
2025-08-27 10:32:28.391044140,4.3602e-06,-33941982.0
2025-08-27 10:32:28.903220415,4.4542e-06,-33891960.0
2025-08-27 10:32:29.414377213,4.4542e-06,-33841946.0
2025-08-27 10:32:29.794660330,4.1159e-06,-33791895.0
2025-08-27 10:32:30.302756310,4.1159e-06,-33741874.0
2025-08-27 10:32:30.809479237,4.2068e-06,-33691862.0
2025-08-27 10:32:31.317641735,4.2068e-06,-33641818.0
2025-08-27 10:32:31.823117256,4.2053e-06,-33591804.0
2025-08-27 10:32:32.328468323,4.2053e-06,-33541764.0
2025-08-27 10:32:32.835671663,4.1592e-06,-33491746.0
2025-08-27 10:32:33.337723970,4.1592e-06,-33441740.0
2025-08-27 10:32:33.848577261,4.081e-06,-33391673.0
2025-08-27 10:32:34.264620066,4.081e-06,-33341671.0
2025-08-27 10:32:34.768935680,4.2229e-06,-33291674.0
2025-08-27 10:32:35.250325203,4.2229e-06,-33241620.0
2025-08-27 10:32:35.636023283,4.4042e-06,-33191596.0
2025-08-27 10:32:36.141637087,4.4042e-06,-33141606.0
2025-08-27 10:32:36.520882845,4.3744e-06,-33091546.0
2025-08-27 10:32:37.026787043,4.3744e-06,-33041519.0
2025-08-27 10:32:37.531849384,4.327e-06,-32991463.0
2025-08-27 10:32:38.034978151,4.327e-06,-32941456.0
2025-08-27 10:32:38.540633917,4.5072e-06,-32891433.0
2025-08-27 10:32:39.055616856,4.5072e-06,-32841423.0
2025-08-27 10:32:39.563675880,4.4682e-06,-32791432.0
2025-08-27 10:32:40.076651573,4.4682e-06,-32741409.0
2025-08-27 10:32:40.585509062,4.1058e-06,-32691347.0
2025-08-27 10:32:41.100353479,4.1058e-06,-32641322.0
2025-08-27 10:32:41.609313488,4.2804e-06,-32591336.0
2025-08-27 10:32:42.116852045,4.2804e-06,-32541246.0
2025-08-27 10:32:42.340943336,4.2804e-06,-32491246.0
2025-08-27 10:32:42.844148636,4.3411e-06,-32441186.0
2025-08-27 10:32:43.191500187,4.3411e-06,-32391195.0
2025-08-27 10:32:43.699949741,4.3765e-06,-32341199.0
2025-08-27 10:32:44.202056885,4.3765e-06,-32291186.0
2025-08-27 10:32:44.706327915,4.3647e-06,-32241136.0
2025-08-27 10:32:45.218732595,4.3647e-06,-32191108.0
2025-08-27 10:32:45.725586176,4.3564e-06,-32141078.0
2025-08-27 10:32:46.231423855,4.3564e-06,-32091062.0
2025-08-27 10:32:46.737850428,4.3543e-06,-32041045.0
2025-08-27 10:32:47.242797852,4.3543e-06,-31990996.0
2025-08-27 10:32:47.751047373,4.3426e-06,-31941010.0
2025-08-27 10:32:48.262036561,4.3426e-06,-31890973.0
2025-08-27 10:32:48.680828571,4.3431e-06,-31840921.0
2025-08-27 10:32:48.901722193,4.3431e-06,-31790896.0
2025-08-27 10:32:49.411855459,4.3431e-06,-31740883.0
2025-08-27 10:32:49.927633047,4.3425e-06,-31690846.0
2025-08-27 10:32:50.438930511,4.3425e-06,-31640852.0
2025-08-27 10:32:50.954919577,4.3475e-06,-31590807.0
2025-08-27 10:32:51.468450785,4.3475e-06,-31540797.0
2025-08-27 10:32:51.984503746,4.3781e-06,-31490774.0
2025-08-27 10:32:52.499719620,4.3781e-06,-31440765.0
2025-08-27 10:32:53.010125160,4.395e-06,-31390683.0
2025-08-27 10:32:53.523787974,4.3986e-06,-31340677.0
2025-08-27 10:32:54.043045044,4.3986e-06,-31290671.0
2025-08-27 10:32:54.556662321,4.4488e-06,-31240634.0
2025-08-27 10:32:55.067554474,4.4488e-06,-31190618.0
2025-08-27 10:32:55.575278521,4.528e-06,-31140561.0
2025-08-27 10:32:56.080995560,4.528e-06,-31090543.0
2025-08-27 10:32:56.590729952,4.5548e-06,-31040536.0
2025-08-27 10:32:56.907532454,4.5548e-06,-30990496.0
2025-08-27 10:32:57.193077326,4.5548e-06,-30940470.0
2025-08-27 10:32:57.695641041,4.4358e-06,-30890452.0
2025-08-27 10:32:58.200178385,4.4358e-06,-30840453.0
2025-08-27 10:32:58.704065323,4.4655e-06,-30790393.0
2025-08-27 10:32:59.214874029,4.4655e-06,-30740386.0
2025-08-27 10:32:59.722855568,4.5381e-06,-30690371.0
2025-08-27 10:33:00.235496044,4.5381e-06,-30640376.0
2025-08-27 10:33:00.739455938,4.5314e-06,-30590337.0
2025-08-27 10:33:01.246050596,4.5314e-06,-30540273.0
2025-08-27 10:33:01.749615192,4.4615e-06,-30490292.0
2025-08-27 10:33:02.255712985,4.4615e-06,-30440224.0
2025-08-27 10:33:02.759563923,4.5812e-06,-30390199.0
2025-08-27 10:33:03.264054536,4.5812e-06,-30340201.0
2025-08-27 10:33:03.769056797,4.5115e-06,-30290166.0
2025-08-27 10:33:04.272310019,4.5115e-06,-30240140.0
2025-08-27 10:33:04.775828362,4.5037e-06,-30190128.0
2025-08-27 10:33:05.285169363,4.5037e-06,-30140074.0
2025-08-27 10:33:05.798179626,4.6186e-06,-30090023.0
2025-08-27 10:33:06.304436207,4.6186e-06,-30040011.0
2025-08-27 10:33:06.819108248,4.6402e-06,-29990026.0
2025-08-27 10:33:07.332545042,4.6402e-06,-29939981.0
2025-08-27 10:33:07.837757587,4.6477e-06,-29889975.0
2025-08-27 10:33:08.181545258,4.6477e-06,-29839919.0
2025-08-27 10:33:08.690812349,4.5998e-06,-29789898.0
2025-08-27 10:33:09.209870338,4.5998e-06,-29739881.0
2025-08-27 10:33:09.718437195,4.6505e-06,-29689840.0
2025-08-27 10:33:10.226647139,4.6505e-06,-29639835.0
2025-08-27 10:33:10.574809790,4.6155e-06,-29589795.0
2025-08-27 10:33:11.075565815,4.6155e-06,-29539788.0
2025-08-27 10:33:11.579193830,4.5993e-06,-29489781.0
2025-08-27 10:33:12.085638046,4.5993e-06,-29439719.0
2025-08-27 10:33:12.594012737,4.6093e-06,-29389707.0
2025-08-27 10:33:13.098692417,4.6093e-06,-29339691.0
2025-08-27 10:33:13.601703644,4.607e-06,-29289655.0
2025-08-27 10:33:14.109803438,4.607e-06,-29239607.0
2025-08-27 10:33:14.615498543,4.6143e-06,-29189615.0
2025-08-27 10:33:15.117971182,4.6143e-06,-29139596.0
2025-08-27 10:33:15.615995646,4.6133e-06,-29089551.0
2025-08-27 10:33:16.120029926,4.6133e-06,-29039534.0
2025-08-27 10:33:16.624799013,4.612e-06,-28989516.0
2025-08-27 10:33:17.131157875,4.612e-06,-28939497.0
2025-08-27 10:33:17.641721487,4.6074e-06,-28889457.0
2025-08-27 10:33:18.155854702,4.6074e-06,-28839415.0
2025-08-27 10:33:18.662945986,4.5996e-06,-28789422.0
2025-08-27 10:33:19.165486813,4.5996e-06,-28739403.0
2025-08-27 10:33:19.670586586,4.6025e-06,-28689350.0
2025-08-27 10:33:20.175094843,4.6025e-06,-28639317.0
2025-08-27 10:33:20.676301718,4.6207e-06,-28589315.0
2025-08-27 10:33:21.188102007,4.6207e-06,-28539277.0
2025-08-27 10:33:21.473982096,4.6207e-06,-28489245.0
2025-08-27 10:33:21.983635426,4.6106e-06,-28439255.0
2025-08-27 10:33:22.489564657,4.6106e-06,-28389198.0
2025-08-27 10:33:22.993621111,4.5945e-06,-28339220.0
2025-08-27 10:33:23.494759798,4.5945e-06,-28289174.0
2025-08-27 10:33:24.007515669,4.5966e-06,-28239140.0
2025-08-27 10:33:24.519456863,4.6074e-06,-28189122.0
2025-08-27 10:33:25.028342962,4.6074e-06,-28139084.0
